Reporting Laboratory,Week,SARS-CoV-2 Tested,SARS-CoV-2 Positive,Flu Tested,A(H1)pdm09 Positive,A(H3) Positive,A(UnS) Positive,Total Flu A Positive,Total Flu B Positive,RSV Tested,RSV Positive,HPIV Tested,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,ADV Tested,ADV Positive,HMPV Tested,HMPV Positive,EV/RV Tested,EV/RV Positive,HCoV Tested,HCoV Positive
Région Nord-Est, 49,1920,347,1739,0,0,143,143,1,668,82,121,0,1,1,0,0,121,11,119,4,N.C.,N.C.,121,3
Région Nord-Est, 37,1429,190,934,0,0,1,1,0,191,2,46,1,0,0,0,0,46,0,46,0,N.C.,N.C.,46,0
Région Nord-Est, 35,1158,149,827,0,0,0,0,0,145,1,48,1,1,0,4,0,48,1,48,3,N.C.,N.C.,48,0
Région Nord-Est, 38,1678,314,1144,0,0,1,1,0,283,3,66,1,0,0,1,0,66,0,66,1,N.C.,N.C.,66,0
Région Nord-Est, 39,1967,427,1160,0,0,0,0,1,306,8,68,1,0,0,3,0,68,4,68,0,N.C.,N.C.,68,0
Région Nord-Est, 7,1585,102,1658,0,0,243,243,27,731,78,79,0,0,0,0,0,79,2,78,2,N.C.,N.C.,79,7
Région Nord-Est, 48,1492,300,1295,0,0,47,47,0,422,41,64,1,1,1,0,0,64,6,61,6,N.C.,N.C.,64,2
Région Nord-Est, 46,1679,354,1356,0,0,7,7,0,472,24,80,0,0,0,0,0,80,7,78,1,N.C.,N.C.,80,0
Région Nord-Est, 1,2537,316,2423,0,0,575,575,4,1142,70,104,0,0,2,0,0,104,2,104,1,N.C.,N.C.,104,3
Région Nord-Est, 4,1481,103,1778,0,0,276,276,1,773,80,70,0,0,0,0,0,70,4,68,2,N.C.,N.C.,70,2
Région Nord-Est, 6,1572,99,1736,0,0,269,269,18,743,57,75,0,0,1,0,0,75,2,72,5,N.C.,N.C.,75,7
Région Nord-Est, 45,1608,343,1315,0,0,5,5,0,543,18,55,1,2,0,0,0,55,3,54,1,N.C.,N.C.,55,1
Région Nord-Est, 43,1604,304,1195,0,0,4,4,0,351,11,64,1,0,0,0,0,64,4,62,0,N.C.,N.C.,64,0
Région Nord-Est, 36,1228,175,951,0,0,2,2,0,170,1,52,0,1,0,2,0,52,0,51,2,N.C.,N.C.,52,0
Région Nord-Est, 44,1737,387,1239,0,0,0,0,0,472,14,58,1,1,0,1,0,58,4,57,2,N.C.,N.C.,58,0
Région Nord-Est, 52,2303,302,2250,1,0,664,665,2,1193,113,112,0,0,0,1,0,112,3,109,6,N.C.,N.C.,112,2
Région Nord-Est, 41,1663,298,1211,0,0,0,0,0,257,7,47,1,0,0,1,0,47,5,46,0,N.C.,N.C.,47,0
Région Nord-Est, 9,1536,65,1677,0,0,152,152,83,753,58,93,0,0,0,0,0,93,3,92,9,N.C.,N.C.,93,5
Région Nord-Est, 8,1619,58,1751,0,0,182,182,80,815,74,101,0,1,0,0,0,101,5,99,1,N.C.,N.C.,101,15
Région Nord-Est, 3,1669,129,1815,0,0,284,284,5,815,57,80,0,0,0,0,0,80,0,76,2,N.C.,N.C.,80,2
Région Nord-Est, 42,1749,317,1311,0,0,4,4,0,285,11,59,2,1,0,0,0,59,0,59,4,N.C.,N.C.,59,0
Saskatchewan, 4,1723,154,1387,0,0,11,11,100,1218,79,363,0,1,1,1,0,363,7,363,46,363,19,363,14
Saskatchewan, 40,2079,265,877,0,0,2,2,1,858,3,364,0,0,0,0,0,364,7,364,3,364,90,364,2
Saskatchewan, 8,1769,164,1363,0,0,4,4,100,1205,109,462,1,0,8,0,0,462,1,462,30,462,37,462,36
Saskatchewan, 39,1855,245,722,0,0,1,1,2,703,6,308,0,0,0,0,0,308,8,308,5,308,76,308,1
Saskatchewan, 52,1899,214,1666,0,0,201,201,27,1394,84,400,0,0,1,0,0,400,5,400,33,400,16,400,8
Saskatchewan, 2,2079,205,1183,0,0,37,37,36,1000,72,131,1,0,0,0,0,131,2,131,28,131,11,131,1
Saskatchewan, 42,2531,404,963,0,0,10,10,0,928,1,402,0,1,0,1,0,402,12,402,1,402,54,402,0
Saskatchewan, 35,982,66,422,0,0,1,1,0,412,1,153,1,2,0,0,0,153,7,153,1,153,28,153,2
Saskatchewan, 49,2876,363,2641,0,0,811,811,19,2302,65,532,3,0,1,2,0,532,4,532,28,532,21,532,3
Saskatchewan, 7,1731,147,1298,0,0,18,18,65,1054,85,424,1,0,2,0,0,424,3,424,27,424,37,424,34
Saskatchewan, 3,1837,212,1362,0,0,29,29,59,1194,99,454,0,0,3,0,0,454,7,454,55,454,37,454,19
Saskatchewan, 37,1341,121,614,0,0,0,0,0,599,2,233,1,2,0,0,0,233,11,233,0,233,49,233,0
Saskatchewan, 47,2983,448,2085,0,0,618,618,4,1925,34,521,0,0,0,1,0,521,10,521,8,521,24,521,0
Saskatchewan, 43,2355,417,885,0,0,37,37,1,849,8,302,3,0,1,0,0,302,6,302,1,302,48,302,0
Saskatchewan, 45,3043,450,1660,0,0,425,425,3,1544,25,496,1,0,0,1,0,496,13,496,8,496,49,496,1
Saskatchewan, 5,1814,147,1398,0,0,9,9,99,1231,118,435,2,0,4,1,0,435,15,435,44,435,28,435,19
Saskatchewan, 1,2357,254,1819,0,0,124,124,36,1548,84,498,1,2,3,3,0,498,4,498,69,498,41,498,15
Saskatchewan, 41,2293,341,918,0,0,5,5,0,887,7,390,0,0,0,1,0,390,5,390,2,390,73,390,1
Saskatchewan, 48,2912,327,2483,0,0,806,806,9,2268,58,549,3,0,0,0,0,549,12,549,8,549,29,549,3
Saskatchewan, 9,1689,137,1167,0,0,8,8,112,1001,68,413,1,0,7,0,0,413,6,413,28,413,25,413,27
Saskatchewan, 50,2729,296,2298,0,0,566,566,12,2009,46,443,0,0,1,3,0,443,4,443,32,443,24,443,0
Saskatchewan, 44,2824,460,1139,0,0,164,164,2,1069,14,422,0,0,0,0,0,422,12,422,11,422,42,422,1
Saskatchewan, 6,1704,175,1282,0,0,18,18,61,1131,77,405,1,0,3,0,0,405,5,405,33,405,28,405,19
Saskatchewan, 38,1676,166,755,0,0,6,6,0,738,3,358,0,0,0,4,0,358,12,358,2,358,87,358,1
Saskatchewan, 36,1183,99,472,0,0,0,0,0,458,0,207,0,0,0,0,0,207,8,207,2,207,43,207,0
Saskatchewan, 46,3009,411,1915,0,0,590,590,4,1780,28,596,1,0,1,0,0,596,16,596,5,596,45,596,0
Sault Area Hospital, 35,47,3,37,0,0,0,0,0,37,0,37,0,0,0,0,0,37,0,37,0,37,7,47,0
Sault Area Hospital, 9,197,29,116,1,0,0,1,1,116,6,85,0,0,0,1,0,85,1,85,2,85,1,85,11
Sault Area Hospital, 41,136,15,112,0,0,0,0,0,112,0,56,0,0,1,0,0,56,0,56,0,56,7,56,0
Sault Area Hospital, 1,226,25,168,12,0,7,19,0,168,19,168,1,0,1,0,0,119,3,119,0,119,9,119,0
Sault Area Hospital, 40,177,21,117,0,0,0,0,0,117,0,89,0,0,1,0,0,89,1,89,0,89,17,89,0
Sault Area Hospital, 5,219,25,142,3,2,3,8,1,142,11,111,1,0,1,0,0,111,2,111,0,111,6,111,3
Sault Area Hospital, 7,229,34,154,5,0,1,6,0,154,7,132,1,0,1,0,0,132,0,132,0,132,6,132,11
Sault Area Hospital, 36,64,4,51,0,1,0,1,0,51,2,51,0,0,0,0,0,51,2,51,0,51,6,51,0
Sault Area Hospital, 46,209,32,141,2,0,0,2,0,141,1,90,3,0,0,1,0,90,3,90,0,90,9,90,0
Sault Area Hospital, 39,126,26,78,0,0,0,0,0,78,0,78,0,0,0,0,0,78,0,78,0,78,18,78,0
Sault Area Hospital, 47,227,50,139,3,2,0,5,0,139,0,111,2,0,1,1,0,111,0,111,0,111,11,111,0
Sault Area Hospital, 37,61,3,61,0,0,0,0,0,54,0,54,0,0,0,0,0,54,1,54,0,54,16,54,0
Sault Area Hospital, 43,207,29,110,0,0,0,0,0,110,0,67,0,0,0,0,0,67,0,67,0,67,4,67,0
Sault Area Hospital, 38,89,12,72,0,0,0,0,0,72,0,72,0,0,0,0,0,72,1,72,0,72,20,72,0
Sault Area Hospital, 8,211,50,144,0,2,0,2,2,144,15,121,0,0,0,0,0,121,1,121,3,121,3,121,11
Sault Area Hospital, 6,210,32,148,7,1,1,9,0,148,12,122,0,0,0,0,0,122,1,122,2,122,9,122,4
Sault Area Hospital, 4,204,23,152,4,1,2,7,2,152,18,123,0,0,0,0,0,123,1,123,0,123,8,123,0
Sault Area Hospital, 2,201,21,145,7,1,7,15,0,145,13,110,1,0,0,1,0,110,0,110,0,110,2,110,0
Sault Area Hospital, 50,249,36,158,24,0,8,32,0,158,9,128,1,0,0,2,0,128,3,128,0,128,16,128,0
Sault Area Hospital, 49,241,41,125,12,0,3,15,0,125,1,97,3,0,0,3,0,97,3,97,0,97,4,97,0
Sault Area Hospital, 45,218,41,141,1,0,1,2,0,141,0,101,2,0,0,3,0,101,1,101,0,101,8,101,0
Sault Area Hospital, 42,171,17,110,0,0,0,0,0,110,0,75,0,0,0,0,0,75,1,75,0,75,10,75,0
Sault Area Hospital, 52,261,32,219,47,0,7,54,0,219,33,169,0,0,3,2,0,169,3,169,0,169,9,169,1
Sault Area Hospital, 44,229,28,133,1,0,0,1,0,133,2,96,0,0,0,2,0,96,1,96,0,96,10,96,0
Sault Area Hospital, 3,196,19,141,11,0,4,15,1,141,16,117,1,0,2,0,0,117,0,117,0,117,5,117,2
Sault Area Hospital, 48,304,48,173,4,0,4,8,0,173,7,117,3,0,0,1,0,117,3,117,0,117,12,117,0
Shared Hospital Laboratory, 38,1010,119,1010,1,3,0,4,0,1011,16,1010,0,0,0,0,11,1009,8,1009,0,1009,78,1009,3
Shared Hospital Laboratory, 49,2239,320,1743,40,38,14,92,6,1742,103,1722,0,0,0,0,8,1722,16,1728,3,1728,31,1728,7
Shared Hospital Laboratory, 5,1939,79,1580,51,19,27,97,14,1579,22,1581,0,0,0,0,10,1581,6,1581,10,1581,18,1581,36
Shared Hospital Laboratory, 44,1443,145,1443,13,2,2,17,0,1444,78,1447,0,0,0,0,5,1447,13,1450,0,1450,56,1425,3
Shared Hospital Laboratory, 50,2413,308,1948,71,35,31,137,6,1947,84,1903,0,0,0,0,4,1903,52,1915,7,1915,42,1915,19
Shared Hospital Laboratory, 43,1340,107,1340,6,1,0,7,0,1340,57,1344,0,0,0,0,2,1344,11,1321,3,1348,58,1348,2
Shared Hospital Laboratory, 8,1772,44,1434,29,14,18,61,39,1434,8,1433,0,0,0,0,11,1433,5,1432,23,1432,28,1432,37
Shared Hospital Laboratory, 36,889,64,889,1,1,0,2,1,889,11,889,0,0,0,0,11,889,5,892,1,892,67,892,1
Shared Hospital Laboratory, 47,2132,261,1659,25,15,6,46,0,1658,129,1644,0,0,0,0,11,1644,17,1652,5,1652,55,1652,6
Shared Hospital Laboratory, 35,863,69,863,1,3,0,4,0,863,13,861,0,0,0,0,9,861,8,864,3,864,52,864,0
Shared Hospital Laboratory, 39,1292,151,1292,3,2,0,5,1,1292,19,1294,0,0,0,0,15,1294,10,1294,1,1294,113,1294,1
Shared Hospital Laboratory, 3,2053,132,1640,39,27,35,101,8,1642,30,1630,0,0,0,0,4,1622,7,1634,12,1634,23,1634,21
Shared Hospital Laboratory, 48,2214,301,1791,39,20,11,70,5,1792,116,1787,0,0,0,0,6,1787,22,1790,4,1790,31,1790,6
Shared Hospital Laboratory, 2,2308,187,1828,34,53,14,101,10,1828,40,1818,0,0,0,0,6,0,0,1823,5,1823,21,1823,27
Shared Hospital Laboratory, 46,1969,287,1483,8,12,5,25,1,1483,132,1481,0,0,0,0,7,1481,13,1482,2,1482,53,1482,5
Shared Hospital Laboratory, 6,1835,58,1465,41,19,18,78,12,1468,18,1467,0,0,0,0,11,1465,7,1464,7,1464,38,1464,50
Shared Hospital Laboratory, 45,1778,227,1441,4,1,3,8,0,1442,109,1421,0,0,0,0,7,1421,10,1423,1,1423,63,1423,4
Shared Hospital Laboratory, 1,2279,208,1840,69,52,55,176,6,1843,39,1829,0,0,0,0,13,0,0,1831,9,1831,28,1831,43
Shared Hospital Laboratory, 37,863,71,863,0,0,0,0,0,863,15,861,0,0,0,0,8,861,10,862,0,862,81,862,5
Shared Hospital Laboratory, 4,1900,127,1591,58,22,32,112,8,1590,24,1585,0,0,0,0,13,1582,12,1586,11,1586,22,1586,29
Shared Hospital Laboratory, 42,1447,124,1447,1,2,0,3,0,1447,61,1447,0,0,0,0,7,1446,6,1452,0,1452,66,1452,1
Shared Hospital Laboratory, 7,1841,71,1467,27,17,49,93,26,1467,11,1456,0,0,0,0,11,1456,8,1463,16,1463,24,1463,37
Shared Hospital Laboratory, 40,1342,137,1342,1,3,0,4,0,1342,35,1343,0,0,0,0,8,1343,8,1346,1,1346,113,1346,2
Shared Hospital Laboratory, 41,1408,179,1408,1,0,0,1,0,1408,39,1408,0,0,0,0,5,1408,9,1408,2,0,0,1408,0
Shared Hospital Laboratory, 52,2540,300,2061,113,96,63,272,6,2060,50,2053,0,0,0,0,16,57,0,2054,11,2053,28,2054,28
Shared Hospital Laboratory, 9,1838,53,1461,28,10,10,48,36,1462,10,1453,0,0,0,0,11,1453,16,1453,15,1453,32,1453,37
Sick Kids Hospital - Toronto, 49,176,19,137,8,4,0,12,0,137,21,137,2,0,1,0,0,137,4,137,3,137,22,137,1
Sick Kids Hospital - Toronto, 48,147,18,134,4,5,9,18,0,134,27,134,0,0,2,2,0,134,2,134,1,134,19,134,1
Sick Kids Hospital - Toronto, 40,113,7,87,1,3,2,6,0,87,5,87,1,0,1,0,0,87,1,87,1,87,2,87,2
Sick Kids Hospital - Toronto, 2,131,18,118,5,5,0,10,2,118,6,118,0,0,3,1,0,118,2,118,1,118,13,118,4
Sick Kids Hospital - Toronto, 46,158,8,136,3,4,5,12,0,136,34,136,0,1,1,1,0,136,4,136,0,136,33,136,0
Sick Kids Hospital - Toronto, 4,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
Sick Kids Hospital - Toronto, 41,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
Sick Kids Hospital - Toronto, 43,127,6,103,0,1,0,1,0,103,15,103,1,1,1,0,0,103,6,103,2,103,34,103,0
Sick Kids Hospital - Toronto, 45,158,9,135,4,2,8,14,0,135,33,135,1,1,2,1,0,135,1,135,0,135,41,135,0
Sick Kids Hospital - Toronto, 42,120,6,112,0,0,0,0,0,112,11,112,4,1,1,0,0,112,3,112,0,112,39,112,0
Sick Kids Hospital - Toronto, 6,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
Sick Kids Hospital - Toronto, 5,124,9,111,3,3,0,6,0,111,6,111,0,0,5,0,0,111,0,111,3,111,21,111,9
Sick Kids Hospital - Toronto, 47,125,15,125,3,2,5,10,0,125,24,125,0,1,0,4,0,125,2,125,0,125,36,125,3
Sick Kids Hospital - Toronto, 9,123,9,117,1,2,0,3,5,117,1,117,0,0,5,1,0,117,4,117,7,117,23,117,5
Sick Kids Hospital - Toronto, 7,128,9,126,3,6,0,9,4,126,0,126,0,0,5,0,0,126,3,126,8,126,23,126,5
Sick Kids Hospital - Toronto, 8,113,4,109,2,4,0,6,5,109,0,109,0,0,5,0,0,109,3,109,7,109,20,109,9
Sick Kids Hospital - Toronto, 1,129,14,110,7,6,0,13,1,110,12,110,0,1,1,0,0,110,2,110,2,110,10,110,2
Sick Kids Hospital - Toronto, 3,131,13,127,3,4,0,7,0,127,4,127,0,0,3,0,0,127,3,127,4,127,18,127,11
Sick Kids Hospital - Toronto, 52,182,18,174,16,14,0,30,1,174,16,174,0,1,4,1,0,174,5,174,8,174,20,174,6
Sick Kids Hospital - Toronto, 44,160,14,115,0,1,1,2,0,115,23,115,1,0,1,1,0,115,5,115,0,115,38,115,0
Sick Kids Hospital - Toronto, 50,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
St. Joseph's - Hamilton, 5,1947,128,1817,0,0,170,170,18,1817,28,1817,0,0,24,0,0,1817,9,1817,18,1817,56,0,0
St. Joseph's - Hamilton, 9,1774,69,1646,0,0,91,91,70,1646,18,1646,0,0,39,0,0,1646,13,1646,53,1646,81,0,0
St. Joseph's - Hamilton, 49,2307,316,2030,0,0,173,173,4,2030,149,2030,0,0,12,0,0,2030,21,2030,10,2030,86,0,0
St. Joseph's - Hamilton, 37,1542,188,1250,0,0,2,2,0,1250,16,1250,0,0,2,0,0,1250,6,1250,6,1250,134,0,0
St. Joseph's - Hamilton, 36,1364,132,1138,0,0,1,1,2,1138,9,1138,0,0,1,0,0,1138,9,1138,1,1138,70,0,0
St. Joseph's - Hamilton, 48,1966,259,1724,0,0,76,76,2,1724,155,1724,0,0,9,0,0,1724,15,1724,6,1724,105,0,0
St. Joseph's - Hamilton, 1,2600,343,2290,0,0,308,308,14,2290,70,2290,0,0,26,0,0,2290,11,2290,19,2290,85,0,0
St. Joseph's - Hamilton, 38,1754,245,1370,0,0,2,2,3,1370,21,1370,0,0,6,0,0,1370,6,1370,2,1370,192,0,0
St. Joseph's - Hamilton, 8,1787,73,1697,0,0,117,117,50,1697,18,1697,0,0,16,0,0,1697,14,1697,42,1697,89,0,0
St. Joseph's - Hamilton, 40,1679,178,1463,0,0,1,1,0,1463,30,1463,0,0,2,0,0,1463,11,1463,1,1463,149,0,0
St. Joseph's - Hamilton, 52,2751,400,2387,0,0,442,442,26,2387,80,2387,0,0,15,0,0,2387,12,2387,20,2387,63,0,0
St. Joseph's - Hamilton, 46,1941,265,1667,0,0,42,42,1,1667,142,1667,0,0,8,0,0,1667,12,1667,4,1667,97,0,0
St. Joseph's - Hamilton, 41,1692,176,1455,0,0,6,6,0,1455,35,1455,0,0,4,0,0,1455,9,1455,3,1455,138,0,0
St. Joseph's - Hamilton, 2,2386,282,2114,0,0,223,223,14,2114,60,2114,0,0,20,0,0,2114,9,2114,10,2114,76,0,0
St. Joseph's - Hamilton, 4,1886,145,1737,0,0,173,173,10,1737,32,1737,0,0,22,0,0,1737,5,1737,15,1737,56,0,0
St. Joseph's - Hamilton, 6,1839,116,1735,0,0,150,150,53,1735,23,1735,0,0,11,0,0,1735,6,1735,26,1735,78,0,0
St. Joseph's - Hamilton, 42,1866,197,1591,0,0,5,5,1,1591,68,1591,0,0,6,0,0,1591,8,1591,5,1591,130,0,0
St. Joseph's - Hamilton, 35,1354,111,1187,0,0,3,3,2,1187,3,1187,0,0,4,0,0,1187,6,1187,4,1187,67,0,0
St. Joseph's - Hamilton, 7,1800,84,1715,0,0,129,129,37,1715,23,1715,0,0,4,0,0,1715,10,1715,35,1715,85,0,0
St. Joseph's - Hamilton, 43,1754,198,1519,0,0,7,7,2,1519,66,1519,0,0,5,0,0,1519,5,1519,2,1519,108,0,0
St. Joseph's - Hamilton, 44,1902,177,1685,0,0,7,7,1,1685,114,1685,0,0,5,0,0,1685,12,1685,1,1685,114,0,0
St. Joseph's - Hamilton, 50,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
St. Joseph's - Hamilton, 45,1836,199,1637,0,0,13,13,1,1637,143,1637,0,0,2,0,0,1637,12,1637,2,1637,108,0,0
St. Joseph's - Hamilton, 39,1907,198,1623,0,0,2,2,1,1623,17,1623,0,0,5,0,0,1623,10,1623,8,1623,217,0,0
St. Joseph's - Hamilton, 3,1916,176,1743,0,0,173,173,15,1743,32,1743,0,0,14,0,0,1743,9,1743,16,1743,61,0,0
St. Joseph's - Hamilton, 47,2018,269,1738,0,0,44,44,0,1738,169,1738,0,0,5,0,0,1738,16,1738,8,1738,84,0,0
St. Joseph's - London, 39,862,146,60,0,0,0,0,0,60,0,59,0,0,0,0,1,59,0,59,0,59,13,59,1
St. Joseph's - London, 41,924,124,53,0,0,0,0,0,53,5,30,0,0,0,0,2,47,1,47,0,47,8,48,0
St. Joseph's - London, 52,1139,182,852,0,0,134,134,7,852,61,53,0,0,0,0,0,53,4,53,0,53,6,53,1
St. Joseph's - London, 1,1188,193,855,0,0,100,100,7,855,52,53,0,0,0,0,0,53,2,53,1,53,5,53,1
St. Joseph's - London, 8,809,61,703,0,0,57,57,23,703,8,60,0,0,0,0,1,60,1,60,1,60,11,60,6
St. Joseph's - London, 7,919,64,695,0,0,50,50,14,695,5,68,0,0,0,0,1,68,0,68,2,68,8,68,7
St. Joseph's - London, 45,740,118,409,0,0,3,3,0,409,39,49,0,0,0,0,1,49,0,49,0,49,9,49,1
St. Joseph's - London, 5,901,65,700,0,0,80,80,11,700,20,55,0,0,0,0,0,55,1,55,1,55,5,55,9
St. Joseph's - London, 42,980,156,170,0,0,0,0,0,170,6,170,0,0,0,0,2,170,1,170,0,170,16,170,0
St. Joseph's - London, 38,744,93,52,0,0,0,0,0,52,0,52,0,0,0,0,1,52,1,52,0,52,14,52,0
St. Joseph's - London, 9,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
St. Joseph's - London, 6,859,61,702,0,0,61,61,6,702,13,64,0,0,0,0,1,64,2,64,0,64,5,64,6
St. Joseph's - London, 44,817,131,329,0,0,2,2,1,329,10,109,0,0,0,0,0,109,0,109,1,109,15,109,1
St. Joseph's - London, 36,588,41,24,0,0,0,0,0,24,0,23,0,0,0,0,0,23,0,23,0,23,2,23,0
St. Joseph's - London, 49,1100,206,637,0,0,33,33,0,637,73,56,0,0,0,0,0,56,1,56,0,56,5,56,0
St. Joseph's - London, 43,942,183,247,0,0,1,1,0,247,18,248,0,0,0,0,1,248,2,248,0,248,26,247,1
St. Joseph's - London, 4,836,56,645,0,0,71,71,5,645,17,45,0,0,0,0,0,45,2,45,0,45,0,45,7
St. Joseph's - London, 35,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
St. Joseph's - London, 3,950,81,709,0,0,46,46,3,709,16,53,0,0,0,0,0,53,0,53,1,53,3,53,0
St. Joseph's - London, 2,1037,135,764,0,0,68,68,6,764,29,49,0,0,0,0,1,51,0,51,1,51,1,51,1
St. Joseph's - London, 50,1155,189,617,0,0,51,51,2,617,76,43,0,0,0,0,2,43,0,43,2,43,1,43,0
St. Joseph's - London, 40,978,178,73,0,0,0,0,0,73,2,73,0,0,0,0,1,73,0,73,0,73,16,73,0
St. Joseph's - London, 47,897,175,498,0,0,9,9,1,498,61,38,0,0,0,0,0,38,2,38,0,38,3,38,0
St. Joseph's - London, 48,951,204,580,0,0,28,28,0,580,64,51,0,0,0,0,1,51,2,51,0,51,6,51,0
St. Joseph's - London, 37,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
St. Joseph's - London, 46,862,160,489,0,0,6,6,2,489,52,46,0,0,0,0,2,46,2,46,0,46,5,46,0
Territories, 39,94,9,17,0,0,0,0,0,17,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,17,9,N.C.,N.C.
Territories, 35,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Territories, 3,167,7,140,0,3,2,7,0,140,22,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,38,7,N.C.,N.C.
Territories, 52,194,12,141,0,3,32,39,0,140,25,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Territories, 2,178,10,160,1,1,19,26,1,159,32,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Territories, 43,200,41,114,1,0,0,1,0,114,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,15,2,N.C.,N.C.
Territories, 38,177,22,94,0,0,0,0,0,94,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,22,8,N.C.,N.C.
Territories, 1,216,18,171,3,1,33,44,0,171,22,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Territories, 7,197,13,145,1,0,1,2,10,145,34,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,36,3,36,0,36,5,N.C.,N.C.
Territories, 4,198,8,179,2,0,0,4,0,179,43,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,44,4,N.C.,N.C.
Territories, 44,194,30,144,2,1,0,3,0,144,4,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,23,1,N.C.,N.C.
Territories, 47,189,12,132,4,0,12,17,0,132,15,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,22,6,N.C.,N.C.
Territories, 48,249,19,149,12,3,26,43,0,149,10,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,36,3,N.C.,N.C.
Territories, 45,163,20,99,0,0,0,0,0,99,8,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Territories, 6,196,14,159,0,0,0,0,4,159,30,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,31,3,31,0,31,5,N.C.,N.C.
Territories, 9,217,14,166,0,0,0,4,21,166,30,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,43,5,43,0,43,2,N.C.,N.C.
Territories, 50,338,20,285,45,3,72,120,0,285,27,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,71,8,N.C.,N.C.
Territories, 42,190,35,125,0,0,0,0,0,125,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,32,12,N.C.,N.C.
Territories, 49,387,30,261,23,3,65,97,0,261,17,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,55,3,N.C.,N.C.
Territories, 5,172,10,134,2,0,0,3,3,132,23,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,36,2,36,1,36,2,N.C.,N.C.
